0,0,0
0,1,10
0,2,20
0,3,30
0,4,40
0,5,50
0,6,60
0,7,70
0,8,80
0,9,90
0,10,100
0,11,110
1,0,0
1,1,10
1,2,20
1,3,30
1,4,40
1,5,50
1,6,60
1,7,70
1,8,80
1,9,90
1,10,100
1,11,110
2,0,0
2,1,10
2,2,20
2,3,30
2,4,40
2,5,50
2,6,60
2,7,70
2,8,80
2,9,90
2,10,100
2,11,110
3,0,0
3,1,10
3,2,20
3,3,30
3,4,40
3,5,50
3,6,60
3,7,70
3,8,80
3,9,90
3,10,100
3,11,110
4,0,0
4,1,10
4,2,20
4,3,30
4,4,40
4,5,50
4,6,60
4,7,70
4,8,80
4,9,90
4,10,100
4,11,110
5,0,0
5,1,10
5,2,20
5,3,30
5,4,40
5,5,50
5,6,60
5,7,70
5,8,80
5,9,90
5,10,100
5,11,110
6,0,0
6,1,10
6,2,20
6,3,30
6,4,40
6,5,50
6,6,60
6,7,70
6,8,80
6,9,90
6,10,100
6,11,110
7,0,0
7,1,10
7,2,20
7,3,30
7,4,40
7,5,50
7,6,60
7,7,70
7,8,80
7,9,90
7,10,100
7,11,110
8,0,0
8,1,10
8,2,20
8,3,30
8,4,40
8,5,50
8,6,60
8,7,70
8,8,80
8,9,90
8,10,100
8,11,110
9,0,0
9,1,10
9,2,20
9,3,30
9,4,40
9,5,50
9,6,60
9,7,70
9,8,80
9,9,90
9,10,100
9,11,110
10,0,0
10,1,10
10,2,20
10,3,30
10,4,40
10,5,50
10,6,60
10,7,70
10,8,80
10,9,90
10,10,100
10,11,110
11,0,0
11,1,10
11,2,20
11,3,30
11,4,40
11,5,50
11,6,60
11,7,70
11,8,80
11,9,90
11,10,100
11,11,110
12,0,0
12,1,10
12,2,20
12,3,30
12,4,40
12,5,50
12,6,60
12,7,70
12,8,80
12,9,90
12,10,100
12,11,110
13,0,0
13,1,10
13,2,20
13,3,30
13,4,40
13,5,50
13,6,60
13,7,70
13,8,80
13,9,90
13,10,100
13,11,110
14,0,0
14,1,10
14,2,20
14,3,30
14,4,40
14,5,50
14,6,60
14,7,70
14,8,80
14,9,90
14,10,100
14,11,110
15,0,0
15,1,10
15,2,20
15,3,30
15,4,40
15,5,50
15,6,60
15,7,70
15,8,80
15,9,90
15,10,100
15,11,110
16,0,0
16,1,10
16,2,20
16,3,30
16,4,40
16,5,50
16,6,60
16,7,70
16,8,80
16,9,90
16,10,100
16,11,110
17,0,0
17,1,10
17,2,20
17,3,30
17,4,40
17,5,50
17,6,60
17,7,70
17,8,80
17,9,90
17,10,100
17,11,110
18,0,0
18,1,10
18,2,20
18,3,30
18,4,40
18,5,50
18,6,60
18,7,70
18,8,80
18,9,90
18,10,100
18,11,110
19,0,0
19,1,10
19,2,20
19,3,30
19,4,40
19,5,50
19,6,60
19,7,70
19,8,80
19,9,90
19,10,100
19,11,110
